Date,<TIME>,Open,High,Low,Close,<TICKVOL>,<VOL>,<SPREAD>
2022.11.04,04:00:00,31957.7,32047.7,31917.2,32038.2,19175,0,0
2022.11.04,08:00:00,32037.7,32128.7,32014.7,32112.7,29043,0,0
2022.11.04,12:00:00,32113.7,32299.2,31848.7,32287.7,34401,0,0
2022.11.04,16:00:00,32289.2,32606.8,31934.3,32028.3,71733,0,0
2022.11.04,20:00:00,32027.3,32464.3,31927.8,32360.1,50236,0,0
2022.11.07,00:00:00,32175.2,32361.2,32163.2,32333.7,19223,0,0
2022.11.07,04:00:00,32334.2,32426.7,32322.2,32370.2,21191,0,0
2022.11.07,08:00:00,32367.7,32541.7,32253.7,32488.2,29715,0,0
2022.11.07,12:00:00,32487.7,32622.2,32467.6,32509.1,24969,0,0
2022.11.07,16:00:00,32510.1,32667.8,32412.3,32631.8,55675,0,0
2022.11.07,20:00:00,32630.8,32891.8,32628.8,32801.1,33795,0,0
2022.11.08,00:00:00,32801.2,32925.2,32782.2,32878.2,12695,0,0
2022.11.08,04:00:00,32878.7,32879.7,32798.2,32817.2,13789,0,0
2022.11.08,08:00:00,32817.7,32892.2,32752.7,32891.7,22172,0,0
2022.11.08,12:00:00,32890.7,32952.7,32845.7,32924.1,21624,0,0
2022.11.08,16:00:00,32922.6,33360.3,32867.8,33318.8,44220,0,0
2022.11.08,20:00:00,33320.3,33356.8,32829.8,33131.1,49808,0,0
2022.11.09,00:00:00,33091.7,33201.7,33088.7,33145.2,16840,0,0
2022.11.09,04:00:00,33144.7,33173.7,33055.7,33097.7,22545,0,0
2022.11.09,08:00:00,33097.2,33187.7,32981.7,33006.2,27968,0,0
2022.11.09,12:00:00,33003.7,33096.7,32939.1,32963.1,28373,0,0
2022.11.09,16:00:00,32962.6,33057.3,32788.3,32845.3,59539,0,0
2022.11.09,20:00:00,32845.8,32852.8,32475.3,32527.6,44720,0,0
2022.11.10,00:00:00,32548.7,32588.7,32503.7,32562.2,11922,0,0
2022.11.10,04:00:00,32561.2,32593.2,32520.2,32567.7,15578,0,0
2022.11.10,08:00:00,32568.2,32617.7,32509.7,32592.7,21508,0,0
2022.11.10,12:00:00,32592.2,33422.1,32521.2,33307.6,25186,0,0
2022.11.10,16:00:00,33308.6,33528.5,33164.3,33295.5,66518,0,0
2022.11.10,20:00:00,33294.0,33786.5,33293.0,33780.6,43384,0,0
2022.11.11,00:00:00,33742.2,33798.7,33698.7,33704.7,15186,0,0
2022.11.11,04:00:00,33705.2,33886.7,33701.7,33880.7,17592,0,0
2022.11.11,08:00:00,33878.7,33967.7,33832.2,33868.7,27466,0,0
2022.11.11,12:00:00,33870.2,33898.7,33801.7,33872.6,23986,0,0
2022.11.11,16:00:00,33873.1,33882.1,33392.8,33539.8,60106,0,0
2022.11.11,20:00:00,33538.8,33821.8,33537.8,33753.1,41303,0,0
2022.11.14,00:00:00,33644.7,33708.7,33631.7,33663.7,13575,0,0
2022.11.14,04:00:00,33664.7,33688.2,33634.7,33639.2,12964,0,0
2022.11.14,08:00:00,33638.7,33730.2,33607.7,33617.2,17798,0,0
2022.11.14,12:00:00,33616.7,33728.7,33601.2,33678.1,15018,0,0
2022.11.14,16:00:00,33677.6,33894.8,33623.8,33855.3,50143,0,0
2022.11.14,20:00:00,33856.3,33965.8,33534.8,33610.1,37596,0,0
2022.11.15,00:00:00,33608.2,33643.2,33580.7,33627.7,10516,0,0
2022.11.15,04:00:00,33628.2,33686.2,33618.7,33662.7,13265,0,0
2022.11.15,08:00:00,33662.2,33743.7,33659.2,33682.2,21533,0,0
2022.11.15,12:00:00,33683.7,34010.1,33611.7,33926.6,25256,0,0
2022.11.15,16:00:00,33926.1,33983.3,33641.3,33674.8,58925,0,0
2022.11.15,20:00:00,33676.8,33700.8,33312.8,33561.6,60201,0,0
2022.11.16,00:00:00,33482.2,33552.7,33441.7,33497.7,14766,0,0
2022.11.16,04:00:00,33496.7,33639.7,33487.7,33627.7,17858,0,0
2022.11.16,08:00:00,33625.7,33703.7,33598.7,33645.2,22061,0,0
2022.11.16,12:00:00,33644.7,33695.7,33456.2,33521.1,24106,0,0
2022.11.16,16:00:00,33522.1,33687.3,33499.1,33623.3,55932,0,0
2022.11.16,20:00:00,33623.8,33648.3,33520.8,33599.1,40516,0,0
2022.11.17,00:00:00,33610.2,33634.7,33563.2,33579.7,8202,0,0
2022.11.17,04:00:00,33579.2,33602.2,33538.2,33579.2,10299,0,0
2022.11.17,08:00:00,33577.2,33687.7,33459.7,33473.7,20731,0,0
2022.11.17,12:00:00,33474.7,33516.7,33156.1,33163.6,28450,0,0
2022.11.17,16:00:00,33164.1,33594.3,33146.1,33570.3,49582,0,0
2022.11.17,20:00:00,33569.8,33608.8,33371.8,33538.1,38874,0,0
2022.11.18,00:00:00,33553.2,33555.2,33478.7,33511.7,9768,0,0
2022.11.18,04:00:00,33511.2,33531.7,33454.7,33474.7,12073,0,0
2022.11.18,08:00:00,33477.7,33660.7,33425.2,33589.2,20904,0,0
2022.11.18,12:00:00,33589.7,33785.7,33571.7,33771.6,21204,0,0
2022.11.18,16:00:00,33771.1,33810.3,33533.8,33596.8,51614,0,0
2022.11.18,20:00:00,33597.8,33809.8,33551.8,33736.6,37177,0,0
2022.11.21,00:00:00,33769.2,33783.2,33627.2,33644.7,9131,0,0
2022.11.21,04:00:00,33645.2,33677.7,33619.2,33677.7,11733,0,0
2022.11.21,08:00:00,33679.7,33687.2,33600.7,33639.7,19203,0,0
2022.11.21,12:00:00,33640.7,33737.7,33631.7,33730.6,17345,0,0
2022.11.21,16:00:00,33731.1,33864.8,33553.3,33670.8,49438,0,0
2022.11.21,20:00:00,33669.8,33807.8,33667.3,33699.1,35073,0,0
2022.11.22,00:00:00,33701.2,33769.7,33687.7,33738.7,8630,0,0
2022.11.22,04:00:00,33738.2,33755.2,33683.7,33690.2,9605,0,0
2022.11.22,08:00:00,33689.7,33791.7,33626.7,33780.7,20147,0,0
2022.11.22,12:00:00,33780.2,33858.6,33698.2,33851.6,17456,0,0
2022.11.22,16:00:00,33853.6,34015.8,33831.3,33968.3,41182,0,0
2022.11.22,20:00:00,33968.8,34115.8,33959.3,34110.1,26007,0,0
2022.11.23,00:00:00,34111.7,34139.2,34101.7,34110.7,6628,0,0
2022.11.23,04:00:00,34109.2,34126.2,34094.2,34120.2,7079,0,0
2022.11.23,08:00:00,34119.7,34172.2,34084.7,34157.7,13165,0,0
2022.11.23,12:00:00,34158.7,34158.7,34028.6,34057.6,15964,0,0
2022.11.23,16:00:00,34057.1,34244.3,34001.8,34034.8,43506,0,0
2022.11.23,20:00:00,34033.8,34262.8,34016.8,34242.6,36740,0,0
2022.11.24,00:00:00,34250.7,34264.7,34218.7,34252.7,6761,0,0
2022.11.24,04:00:00,34253.2,34261.2,34230.7,34233.2,6385,0,0
2022.11.24,08:00:00,34232.7,34279.7,34210.7,34257.7,11964,0,0
2022.11.24,12:00:00,34258.2,34288.2,34216.2,34246.1,11402,0,0
2022.11.24,16:00:00,34246.6,34281.8,34225.1,34255.3,10654,0,0
2022.11.25,00:00:00,34250.7,34260.2,34211.2,34236.2,4554,0,0
2022.11.25,04:00:00,34235.7,34245.2,34216.7,34226.7,5568,0,0
2022.11.25,08:00:00,34227.2,34267.2,34204.7,34215.7,12458,0,0
2022.11.25,12:00:00,34215.2,34284.2,34199.2,34219.1,14316,0,0
2022.11.25,16:00:00,34218.6,34384.8,34191.6,34353.8,31515,0,0
2022.11.25,20:00:00,34356.8,34373.8,34342.3,34373.8,943,0,0
2022.11.28,00:00:00,34277.7,34310.7,34166.2,34172.7,9001,0,0
2022.11.28,04:00:00,34173.2,34195.2,34134.7,34170.2,7998,0,0
2022.11.28,08:00:00,34171.2,34277.7,34109.7,34122.7,16239,0,0
2022.11.28,12:00:00,34123.2,34188.7,34106.2,34140.1,16629,0,0
2022.11.28,16:00:00,34141.6,34304.3,33976.8,33993.3,42330,0,0
2022.11.28,20:00:00,33991.3,34017.8,33800.8,33852.6,26004,0,0
2022.11.29,00:00:00,33852.7,33872.7,33833.7,33870.7,7138,0,0
2022.11.29,04:00:00,33868.2,33936.7,33860.7,33921.7,7617,0,0
2022.11.29,08:00:00,33921.2,33969.7,33831.7,33858.7,17170,0,0
2022.11.29,12:00:00,33858.2,33914.2,33772.6,33813.6,17107,0,0
2022.11.29,16:00:00,33814.1,33936.8,33658.8,33804.8,46502,0,0
2022.11.29,20:00:00,33805.3,33922.8,33759.8,33857.1,32026,0,0
2022.11.30,00:00:00,33819.7,33847.7,33770.7,33831.7,6877,0,0
2022.11.30,04:00:00,33830.7,33864.7,33821.7,33831.7,7791,0,0
2022.11.30,08:00:00,33832.7,33923.2,33826.7,33849.7,15112,0,0
2022.11.30,12:00:00,33850.2,33902.2,33774.1,33774.1,17548,0,0
2022.11.30,16:00:00,33774.6,33899.3,33575.8,33643.3,44876,0,0
2022.11.30,20:00:00,33642.8,34596.3,33635.8,34566.6,51670,0,0
2022.12.01,00:00:00,34566.7,34579.2,34527.7,34535.7,8866,0,0
2022.12.01,04:00:00,34535.2,34586.2,34517.7,34567.7,9291,0,0
2022.12.01,08:00:00,34569.7,34577.7,34454.2,34488.7,17636,0,0
2022.12.01,12:00:00,34489.7,34657.6,34471.2,34584.1,18951,0,0
2022.12.01,16:00:00,34582.6,34633.1,34119.8,34367.8,57412,0,0
2022.12.01,20:00:00,34365.8,34455.8,34273.8,34369.6,37493,0,0
2022.12.02,00:00:00,34341.7,34363.2,34270.2,34279.7,6406,0,0
2022.12.02,04:00:00,34280.2,34347.2,34272.7,34342.7,7539,0,0
2022.12.02,08:00:00,34343.2,34374.2,34310.2,34371.7,13748,0,0
2022.12.02,12:00:00,34369.7,34388.7,33888.1,33998.6,20559,0,0
2022.12.02,16:00:00,33999.1,34371.8,33901.1,34266.8,55119,0,0
2022.12.02,20:00:00,34269.8,34487.8,34237.8,34353.6,32433,0,0
2022.12.05,00:00:00,34383.2,34417.2,34347.7,34388.7,8659,0,0
2022.12.05,04:00:00,34388.2,34406.7,34376.7,34399.7,6173,0,0
2022.12.05,08:00:00,34398.7,34407.2,34253.7,34312.7,15350,0,0
2022.12.05,12:00:00,34311.7,34331.7,34168.6,34180.1,16911,0,0
2022.12.05,16:00:00,34179.1,34278.3,33993.8,34002.3,47766,0,0
2022.12.05,20:00:00,34001.8,34046.8,33849.8,33968.6,34919,0,0
2022.12.06,00:00:00,33964.2,34036.2,33959.7,34011.7,6334,0,0
2022.12.06,04:00:00,34011.2,34044.2,33958.2,33984.7,8544,0,0
2022.12.06,08:00:00,33983.7,34029.7,33912.2,33955.2,14930,0,0
2022.12.06,12:00:00,33954.2,34001.7,33865.6,33917.6,17270,0,0
2022.12.06,16:00:00,33919.1,34006.8,33596.8,33622.8,53491,0,0
2022.12.06,20:00:00,33623.8,33636.8,33417.8,33600.6,39409,0,0
2022.12.07,00:00:00,33596.2,33672.7,33594.2,33661.7,6208,0,0
2022.12.07,04:00:00,33659.2,33670.2,33630.7,33631.7,7614,0,0
2022.12.07,08:00:00,33633.7,33657.7,33536.7,33553.7,23274,0,0
2022.12.07,12:00:00,33553.2,33589.1,33428.7,33558.1,18689,0,0
2022.12.07,16:00:00,33561.1,33776.3,33494.8,33632.8,58894,0,0
2022.12.07,20:00:00,33632.3,33692.8,33503.8,33584.1,34730,0,0
2022.12.08,00:00:00,33580.7,33599.7,33442.7,33506.7,7578,0,0
2022.12.08,04:00:00,33507.2,33586.7,33501.2,33578.7,7616,0,0
2022.12.08,08:00:00,33577.7,33666.2,33563.7,33594.2,18100,0,0
2022.12.08,12:00:00,33594.7,33783.1,33556.7,33721.6,24863,0,0
2022.12.08,16:00:00,33719.1,33892.8,33675.8,33756.8,49986,0,0
2022.12.08,20:00:00,33757.8,33863.8,33635.8,33761.1,37493,0,0
2022.12.09,00:00:00,33771.2,33785.7,33733.7,33784.7,6072,0,0
2022.12.09,04:00:00,33785.2,33834.2,33776.7,33814.2,6799,0,0
2022.12.09,08:00:00,33815.2,33858.7,33776.2,33787.7,16868,0,0
2022.12.09,12:00:00,33789.7,33926.2,33519.7,33707.6,25074,0,0
2022.12.09,16:00:00,33707.1,33849.8,33626.3,33752.8,52404,0,0
2022.12.09,20:00:00,33751.8,33751.8,33449.1,33456.1,29548,0,0
2022.12.12,00:00:00,33478.2,33483.7,33405.2,33424.2,8333,0,0
2022.12.12,04:00:00,33423.7,33474.2,33406.7,33463.2,6084,0,0
2022.12.12,08:00:00,33463.7,33512.7,33422.7,33507.7,15140,0,0
2022.12.12,12:00:00,33507.2,33579.1,33503.7,33529.6,15740,0,0
2022.12.12,16:00:00,33529.1,33800.8,33524.1,33781.3,41107,0,0
2022.12.12,20:00:00,33780.8,33997.8,33741.3,33953.1,32060,0,0
2022.12.13,00:00:00,33960.7,33992.7,33950.2,33955.7,5762,0,0
2022.12.13,04:00:00,33953.7,34038.7,33951.2,34029.7,7208,0,0
2022.12.13,08:00:00,34028.7,34097.7,33981.2,34053.7,20578,0,0
2022.12.13,12:00:00,34054.2,34940.2,34026.7,34761.1,28107,0,0
2022.12.13,16:00:00,34759.1,34840.1,33882.3,33945.8,70454,0,0
2022.12.13,20:00:00,33947.8,34192.8,33938.3,34100.6,47472,0,0
2022.12.14,00:00:00,34102.7,34186.7,34077.7,34182.2,6410,0,0
2022.12.14,04:00:00,34181.7,34240.7,34153.7,34205.7,5691,0,0
2022.12.14,08:00:00,34204.7,34224.7,34082.2,34117.7,16422,0,0
2022.12.14,12:00:00,34118.2,34170.7,34043.7,34118.1,17285,0,0
2022.12.14,16:00:00,34117.1,34367.3,34085.1,34280.3,43248,0,0
2022.12.14,20:00:00,34279.8,34398.8,33686.3,34027.1,54519,0,0
2022.12.15,00:00:00,33998.7,34061.7,33978.2,33993.7,6567,0,0
2022.12.15,04:00:00,33994.2,34009.7,33942.7,34000.7,6918,0,0
2022.12.15,08:00:00,34001.7,34016.7,33646.2,33700.7,19465,0,0
2022.12.15,12:00:00,33699.2,33754.7,33551.6,33618.6,21196,0,0
2022.12.15,16:00:00,33615.6,33660.1,33054.8,33078.8,56752,0,0
2022.12.15,20:00:00,33079.8,33293.8,32999.8,33164.1,43206,0,0
2022.12.16,00:00:00,33173.2,33221.2,33168.2,33211.2,6683,0,0
2022.12.16,04:00:00,33210.7,33256.7,33143.7,33206.7,7018,0,0
2022.12.16,08:00:00,33205.7,33259.7,32846.7,32900.7,19379,0,0
2022.12.16,12:00:00,32900.2,32932.1,32772.6,32841.0,20544,0,0
2022.12.16,16:00:00,32843.0,33045.1,32649.8,32657.3,57380,0,0
2022.12.16,20:00:00,32656.8,32997.8,32646.8,32855.6,42097,0,0
2022.12.19,00:00:00,32886.7,32965.7,32875.7,32942.7,10077,0,0
2022.12.19,04:00:00,32941.7,32955.7,32882.7,32920.7,8377,0,0
2022.12.19,08:00:00,32919.7,33056.2,32917.7,32979.7,16018,0,0
2022.12.19,12:00:00,32981.7,33044.7,32883.6,32886.6,14601,0,0
2022.12.19,16:00:00,32887.1,33043.3,32797.8,32843.8,49757,0,0
2022.12.19,20:00:00,32845.3,32860.8,32575.3,32727.1,38121,0,0
2022.12.20,00:00:00,32747.2,32827.2,32745.7,32821.7,7001,0,0
2022.12.20,04:00:00,32823.7,32827.2,32469.2,32537.2,25634,0,0
2022.12.20,08:00:00,32536.7,32791.7,32518.2,32775.7,25753,0,0
2022.12.20,12:00:00,32774.7,32830.7,32705.2,32742.1,21079,0,0
2022.12.20,16:00:00,32742.6,32942.8,32640.3,32891.8,57028,0,0
2022.12.20,20:00:00,32892.3,32994.8,32803.1,32907.6,40579,0,0
2022.12.21,00:00:00,32949.2,33080.7,32934.2,33062.7,10541,0,0
2022.12.21,04:00:00,33062.2,33075.2,32979.7,33022.7,10136,0,0
2022.12.21,08:00:00,33020.7,33113.7,32943.7,33103.7,16791,0,0
2022.12.21,12:00:00,33103.2,33219.6,33043.2,33193.1,16360,0,0
2022.12.21,16:00:00,33192.6,33439.8,33113.8,33360.8,46151,0,0
2022.12.21,20:00:00,33361.8,33436.8,33273.8,33424.1,35546,0,0
2022.12.22,00:00:00,33420.7,33439.2,33373.7,33435.7,8720,0,0
2022.12.22,04:00:00,33435.2,33459.2,33423.7,33434.7,7846,0,0
2022.12.22,08:00:00,33435.7,33453.2,33358.7,33362.2,11832,0,0
2022.12.22,12:00:00,33361.7,33362.7,33134.6,33153.6,16725,0,0
2022.12.22,16:00:00,33153.1,33172.8,32697.8,32722.3,53366,0,0
2022.12.22,20:00:00,32721.3,33093.3,32577.3,33022.1,48043,0,0
2022.12.23,00:00:00,33015.5,33067.9,32958.5,33064.9,8543,0,0
2022.12.23,04:00:00,33064.4,33105.6,33046.6,33064.1,8266,0,0
2022.12.23,08:00:00,33064.6,33106.8,33029.9,33087.4,12788,0,0
2022.12.23,12:00:00,33088.9,33215.1,32941.0,33060.0,17918,0,0
2022.12.23,16:00:00,33056.6,33225.5,32811.6,33154.0,62253,0,0
2022.12.23,20:00:00,33154.5,33232.0,33074.0,33173.3,34914,0,0
2022.12.27,00:00:00,33302.9,33392.9,33266.4,33386.9,7979,0,0
2022.12.27,04:00:00,33385.9,33397.9,33343.9,33353.9,4899,0,0
2022.12.27,08:00:00,33353.4,33413.9,33325.4,33407.9,9454,0,0
2022.12.27,12:00:00,33409.4,33431.4,33241.3,33245.3,11957,0,0
2022.12.27,16:00:00,33242.3,33393.5,33062.0,33310.5,52983,0,0
2022.12.27,20:00:00,33311.5,33348.0,33176.0,33255.6,32703,0,0
2022.12.28,00:00:00,33258.2,33285.8,33219.8,33283.3,6650,0,0
2022.12.28,04:00:00,33283.8,33295.6,33243.3,33267.0,6118,0,0
2022.12.28,08:00:00,33268.5,33368.1,33249.9,33293.8,10850,0,0
2022.12.28,12:00:00,33294.3,33360.0,33268.7,33283.9,11135,0,0
2022.12.28,16:00:00,33284.0,33387.9,32920.7,33054.1,54674,0,0
2022.12.28,20:00:00,33054.6,33143.3,32855.8,32898.5,41008,0,0
2022.12.29,00:00:00,32915.7,32918.7,32848.8,32856.4,6239,0,0
2022.12.29,04:00:00,32855.9,32878.3,32832.9,32855.0,5642,0,0
2022.12.29,08:00:00,32857.0,32952.5,32838.7,32940.5,10045,0,0
2022.12.29,12:00:00,32940.0,33077.9,32909.7,33043.6,11317,0,0
2022.12.29,16:00:00,33042.6,33292.8,33011.1,33266.4,43618,0,0
2022.12.29,20:00:00,33265.9,33293.7,33188.9,33194.3,31530,0,0
2022.12.30,00:00:00,33190.7,33198.6,33159.1,33173.5,4657,0,0
2022.12.30,04:00:00,33173.0,33208.9,33155.8,33166.1,5217,0,0
2022.12.30,08:00:00,33165.6,33167.6,33070.4,33107.8,12185,0,0
2022.12.30,12:00:00,33108.8,33154.8,33049.1,33072.3,11970,0,0
2022.12.30,16:00:00,33071.8,33112.0,32908.7,33034.2,45601,0,0
2022.12.30,20:00:00,33036.2,33173.0,32837.7,33159.0,36633,0,0
2023.01.03,00:00:00,33337.6,33350.1,33017.6,33089.6,12589,0,0
2023.01.03,04:00:00,33087.1,33239.6,33072.1,33219.6,11890,0,0
2023.01.03,08:00:00,33218.6,33490.6,33169.1,33482.6,22491,0,0
2023.01.03,12:00:00,33483.6,33486.1,33215.1,33285.0,21323,0,0
2023.01.03,16:00:00,33286.0,33388.7,32841.1,32908.1,60014,0,0
2023.01.03,20:00:00,32907.1,33147.6,32858.7,33112.2,45200,0,0
2023.01.04,00:00:00,33086.7,33173.4,33083.3,33162.2,6783,0,0
2023.01.04,04:00:00,33162.7,33182.2,33119.3,33165.9,7151,0,0
2023.01.04,08:00:00,33164.9,33257.7,33129.9,33220.7,14004,0,0
2023.01.04,12:00:00,33221.2,33291.9,33172.5,33262.2,16927,0,0
2023.01.04,16:00:00,33261.8,33412.3,33026.8,33289.0,57788,0,0
2023.01.04,20:00:00,33290.0,33374.5,33060.4,33238.3,49438,0,0
2023.01.05,00:00:00,33224.1,33253.0,33203.2,33226.9,6036,0,0
2023.01.05,04:00:00,33227.4,33247.0,33136.2,33232.3,7360,0,0
2023.01.05,08:00:00,33231.4,33242.9,33118.9,33230.5,14108,0,0
2023.01.05,12:00:00,33231.5,33310.2,33058.4,33085.9,18006,0,0
2023.01.05,16:00:00,33087.4,33098.3,32807.6,32885.8,56332,0,0
2023.01.05,20:00:00,32885.7,33079.9,32848.8,32946.1,42449,0,0
2023.01.06,00:00:00,32949.8,33030.9,32931.5,33028.2,4495,0,0
2023.01.06,04:00:00,33029.2,33068.6,33010.3,33020.4,5557,0,0
2023.01.06,08:00:00,33021.4,33051.6,32911.4,32947.1,12715,0,0
2023.01.06,12:00:00,32947.6,33313.4,32896.8,33295.5,20487,0,0
2023.01.06,16:00:00,33295.0,33562.9,32990.5,33455.6,63734,0,0
2023.01.06,20:00:00,33456.6,33712.2,33433.7,33613.7,35215,0,0
2023.01.09,00:00:00,33679.6,33701.6,33635.5,33664.1,6656,0,0
2023.01.09,04:00:00,33665.1,33721.1,33657.6,33701.6,4855,0,0
2023.01.09,08:00:00,33701.1,33714.6,33613.1,33694.1,12425,0,0
2023.01.09,12:00:00,33695.6,33766.1,33685.1,33718.0,11962,0,0
2023.01.09,16:00:00,33718.5,33934.1,33678.0,33805.9,46997,0,0
2023.01.09,20:00:00,33804.9,33814.8,33485.3,33516.3,40284,0,0
2023.01.10,00:00:00,33520.6,33524.1,33449.3,33508.5,6228,0,0
2023.01.10,04:00:00,33507.9,33509.9,33407.5,33473.2,7311,0,0
2023.01.10,08:00:00,33475.2,33508.6,33393.9,33462.4,12751,0,0
2023.01.10,12:00:00,33462.0,33476.4,33344.1,33412.4,13580,0,0
2023.01.10,16:00:00,33411.9,33665.2,33393.4,33559.9,58262,0,0
2023.01.10,20:00:00,33559.4,33727.6,33543.0,33705.0,34840,0,0
2023.01.11,00:00:00,33702.3,33750.5,33686.9,33733.5,4298,0,0
2023.01.11,04:00:00,33734.0,33764.0,33709.8,33741.3,4348,0,0
2023.01.11,08:00:00,33741.8,33783.5,33685.6,33766.4,10236,0,0
2023.01.11,12:00:00,33766.9,33822.9,33713.1,33817.5,11542,0,0
2023.01.11,16:00:00,33817.0,33869.8,33703.7,33822.2,42904,0,0
2023.01.11,20:00:00,33823.2,33979.4,33811.2,33978.3,28464,0,0
2023.01.12,00:00:00,33978.1,33978.1,33931.7,33961.8,4301,0,0
2023.01.12,04:00:00,33961.3,33999.1,33949.4,33984.2,3905,0,0
2023.01.12,08:00:00,33984.7,33989.6,33929.8,33967.7,8935,0,0
