Date,<TIME>,Open,High,Low,Close,<TICKVOL>,<VOL>,<SPREAD>
2019.12.27,15:00:00,1511.19,1511.78,1509.48,1510.48,10502,0,0
2019.12.27,16:00:00,1510.44,1511.46,1509.36,1510.65,9752,0,0
2019.12.27,17:00:00,1510.66,1512.78,1509.67,1511.41,11298,0,0
2019.12.27,18:00:00,1511.45,1515.27,1511.18,1513.84,9929,0,0
2019.12.27,19:00:00,1513.84,1514.21,1512.62,1514.11,6108,0,0
2019.12.27,20:00:00,1514.06,1514.11,1512.59,1513.18,6036,0,0
2019.12.27,21:00:00,1513.18,1513.26,1511.39,1512.49,4884,0,0
2019.12.27,22:00:00,1512.49,1512.66,1510.06,1510.83,5338,0,0
2019.12.27,23:00:00,1510.83,1511.22,1510.64,1510.64,1758,0,0
2019.12.30,01:00:00,1511.55,1513.98,1511.04,1513.49,4003,0,0
2019.12.30,02:00:00,1513.49,1514.38,1513.0,1513.24,4408,0,0
2019.12.30,03:00:00,1513.23,1515.06,1513.23,1514.19,5343,0,0
2019.12.30,04:00:00,1514.16,1515.31,1513.53,1515.06,3796,0,0
2019.12.30,05:00:00,1514.99,1515.81,1514.49,1514.99,3028,0,0
2019.12.30,06:00:00,1515.0,1515.06,1514.41,1514.48,2422,0,0
2019.12.30,07:00:00,1514.48,1515.21,1513.87,1515.2,3180,0,0
2019.12.30,08:00:00,1515.11,1515.29,1513.13,1513.48,4860,0,0
2019.12.30,09:00:00,1513.46,1514.56,1512.85,1514.11,5876,0,0
2019.12.30,10:00:00,1514.13,1514.14,1512.38,1512.6,5033,0,0
2019.12.30,11:00:00,1512.59,1513.38,1512.41,1512.98,2933,0,0
2019.12.30,12:00:00,1512.91,1513.34,1511.29,1512.01,4384,0,0
2019.12.30,13:00:00,1512.01,1512.02,1510.75,1510.88,4870,0,0
2019.12.30,14:00:00,1510.88,1513.2,1510.88,1512.51,4828,0,0
2019.12.30,15:00:00,1512.52,1513.51,1511.14,1512.46,8393,0,0
2019.12.30,16:00:00,1512.4,1515.7,1512.19,1515.39,10352,0,0
2019.12.30,17:00:00,1515.3,1515.8,1513.18,1513.78,13614,0,0
2019.12.30,18:00:00,1513.79,1516.08,1513.72,1515.54,8137,0,0
2019.12.30,19:00:00,1515.54,1515.75,1514.52,1515.08,4676,0,0
2019.12.30,20:00:00,1515.1,1515.77,1514.8,1514.95,4420,0,0
2019.12.30,21:00:00,1514.94,1515.93,1514.94,1515.56,3028,0,0
2019.12.30,22:00:00,1515.55,1515.55,1514.43,1514.85,3389,0,0
2019.12.30,23:00:00,1514.91,1515.27,1514.67,1514.88,1691,0,0
2019.12.31,01:00:00,1514.73,1515.47,1514.7,1514.88,1396,0,0
2019.12.31,02:00:00,1514.86,1515.78,1514.78,1515.77,1584,0,0
2019.12.31,03:00:00,1515.76,1521.97,1515.72,1521.25,10022,0,0
2019.12.31,04:00:00,1521.26,1521.86,1521.07,1521.19,4195,0,0
2019.12.31,05:00:00,1521.21,1521.98,1520.82,1521.9,2709,0,0
2019.12.31,06:00:00,1521.91,1524.08,1521.89,1523.33,3297,0,0
2019.12.31,07:00:00,1523.33,1523.48,1522.27,1523.29,3230,0,0
2019.12.31,08:00:00,1523.28,1523.58,1522.78,1523.52,3096,0,0
2019.12.31,09:00:00,1523.51,1525.28,1523.2,1523.82,4466,0,0
2019.12.31,10:00:00,1523.84,1524.65,1523.42,1524.46,4228,0,0
2019.12.31,11:00:00,1524.45,1524.79,1523.57,1523.69,2593,0,0
2019.12.31,12:00:00,1523.71,1523.83,1522.34,1522.67,2467,0,0
2019.12.31,13:00:00,1522.66,1523.13,1521.44,1521.86,3092,0,0
2019.12.31,14:00:00,1521.84,1524.21,1520.46,1521.39,5392,0,0
2019.12.31,15:00:00,1521.48,1521.63,1519.85,1520.8,7904,0,0
2019.12.31,16:00:00,1520.79,1523.21,1516.62,1518.71,14536,0,0
2019.12.31,17:00:00,1518.67,1524.81,1517.59,1521.95,15652,0,0
2019.12.31,18:00:00,1521.98,1522.73,1520.08,1521.86,10613,0,0
2019.12.31,19:00:00,1521.86,1522.88,1521.17,1522.69,7756,0,0
2019.12.31,20:00:00,1522.7,1522.86,1519.33,1520.26,7802,0,0
2019.12.31,21:00:00,1520.21,1520.83,1519.52,1519.71,3078,0,0
2019.12.31,22:00:00,1519.72,1520.11,1517.4,1517.76,4914,0,0
2019.12.31,23:00:00,1517.73,1517.88,1516.95,1517.18,1737,0,0
2020.01.02,01:00:00,1520.08,1521.23,1518.18,1518.34,4318,0,0
2020.01.02,02:00:00,1518.37,1519.32,1518.09,1518.64,3534,0,0
2020.01.02,03:00:00,1518.59,1520.85,1517.19,1519.39,8718,0,0
2020.01.02,04:00:00,1519.38,1520.88,1518.39,1520.63,5570,0,0
2020.01.02,05:00:00,1520.66,1521.16,1519.82,1520.33,2718,0,0
2020.01.02,06:00:00,1520.33,1520.41,1519.53,1519.53,1658,0,0
2020.01.02,07:00:00,1519.45,1520.4,1519.0,1520.27,3657,0,0
2020.01.02,08:00:00,1520.37,1520.97,1519.32,1520.89,4129,0,0
2020.01.02,09:00:00,1520.97,1521.19,1519.09,1519.18,6443,0,0
2020.01.02,10:00:00,1519.18,1521.01,1518.44,1520.8,9591,0,0
2020.01.02,11:00:00,1520.8,1521.39,1519.6,1520.67,5491,0,0
2020.01.02,12:00:00,1520.68,1521.39,1519.71,1521.3,4108,0,0
2020.01.02,13:00:00,1521.3,1522.45,1521.18,1521.98,4590,0,0
2020.01.02,14:00:00,1521.88,1523.64,1521.57,1523.12,4259,0,0
2020.01.02,15:00:00,1523.08,1529.01,1522.68,1528.06,12746,0,0
2020.01.02,16:00:00,1528.08,1530.54,1525.61,1526.32,15934,0,0
2020.01.02,17:00:00,1526.32,1531.24,1525.87,1529.13,14890,0,0
2020.01.02,18:00:00,1529.14,1529.25,1525.25,1525.51,9728,0,0
2020.01.02,19:00:00,1525.53,1526.05,1522.79,1525.25,9333,0,0
2020.01.02,20:00:00,1525.25,1526.54,1524.89,1526.33,7027,0,0
2020.01.02,21:00:00,1526.33,1526.93,1525.55,1526.74,5761,0,0
2020.01.02,22:00:00,1526.73,1528.56,1526.53,1528.32,6437,0,0
2020.01.02,23:00:00,1528.32,1529.07,1527.91,1528.96,2600,0,0
2020.01.03,01:00:00,1528.5,1528.89,1527.96,1528.75,2465,0,0
2020.01.03,02:00:00,1528.76,1530.62,1528.75,1530.54,3928,0,0
2020.01.03,03:00:00,1530.53,1535.78,1529.91,1534.94,9977,0,0
2020.01.03,04:00:00,1534.93,1541.08,1532.61,1538.29,16868,0,0
2020.01.03,05:00:00,1538.32,1540.56,1537.78,1538.59,10343,0,0
2020.01.03,06:00:00,1538.58,1539.64,1537.42,1538.77,5873,0,0
2020.01.03,07:00:00,1538.76,1543.84,1538.26,1541.37,11007,0,0
2020.01.03,08:00:00,1541.44,1542.57,1541.0,1541.23,5611,0,0
2020.01.03,09:00:00,1541.33,1543.92,1540.13,1543.41,9997,0,0
2020.01.03,10:00:00,1543.43,1545.32,1542.91,1544.28,10134,0,0
2020.01.03,11:00:00,1544.3,1550.34,1544.16,1546.79,11495,0,0
2020.01.03,12:00:00,1546.84,1549.6,1545.4,1548.48,11502,0,0
2020.01.03,13:00:00,1548.49,1551.46,1547.89,1549.41,8789,0,0
2020.01.03,14:00:00,1549.39,1550.0,1545.34,1546.42,10136,0,0
2020.01.03,15:00:00,1546.39,1547.37,1540.9,1546.26,14577,0,0
2020.01.03,16:00:00,1546.27,1548.08,1544.1,1546.01,18069,0,0
2020.01.03,17:00:00,1545.99,1551.01,1545.95,1548.85,18756,0,0
2020.01.03,18:00:00,1548.85,1550.46,1547.55,1548.27,10008,0,0
2020.01.03,19:00:00,1548.25,1548.84,1546.95,1548.76,8037,0,0
2020.01.03,20:00:00,1548.74,1553.44,1548.34,1549.47,9835,0,0
2020.01.03,21:00:00,1549.45,1549.85,1546.17,1547.86,10269,0,0
2020.01.03,22:00:00,1547.85,1549.07,1546.9,1549.02,7201,0,0
2020.01.03,23:00:00,1549.06,1551.35,1548.56,1551.03,2296,0,0
2020.01.06,01:00:00,1566.65,1587.97,1566.25,1569.16,18612,0,0
2020.01.06,02:00:00,1569.14,1570.85,1567.07,1569.5,12837,0,0
2020.01.06,03:00:00,1569.49,1580.03,1568.84,1577.76,17078,0,0
2020.01.06,04:00:00,1577.77,1578.01,1575.23,1577.52,9242,0,0
2020.01.06,05:00:00,1577.53,1579.49,1576.83,1578.08,6674,0,0
2020.01.06,06:00:00,1578.06,1578.29,1574.88,1576.09,7142,0,0
2020.01.06,07:00:00,1576.11,1577.35,1573.53,1574.93,6874,0,0
2020.01.06,08:00:00,1574.93,1577.79,1573.64,1574.4,10240,0,0
2020.01.06,09:00:00,1574.4,1575.19,1570.17,1574.1,12487,0,0
2020.01.06,10:00:00,1574.19,1576.5,1571.31,1575.66,16164,0,0
2020.01.06,11:00:00,1575.67,1577.98,1574.28,1577.23,11537,0,0
2020.01.06,12:00:00,1577.25,1577.65,1575.08,1577.59,8098,0,0
2020.01.06,13:00:00,1577.59,1579.31,1576.11,1578.9,9004,0,0
2020.01.06,14:00:00,1578.81,1579.0,1576.13,1576.65,9921,0,0
2020.01.06,15:00:00,1576.68,1577.69,1571.44,1574.28,16169,0,0
2020.01.06,16:00:00,1574.34,1576.67,1572.59,1572.9,17588,0,0
2020.01.06,17:00:00,1572.9,1574.17,1560.94,1564.24,22427,0,0
2020.01.06,18:00:00,1564.32,1565.64,1560.76,1564.69,17301,0,0
2020.01.06,19:00:00,1564.69,1565.37,1562.1,1564.5,9825,0,0
2020.01.06,20:00:00,1564.5,1568.54,1563.86,1566.53,9965,0,0
2020.01.06,21:00:00,1566.52,1567.68,1562.98,1564.8,9692,0,0
2020.01.06,22:00:00,1564.83,1566.82,1564.26,1565.55,8591,0,0
2020.01.06,23:00:00,1565.57,1566.76,1565.18,1565.62,3010,0,0
2020.01.07,01:00:00,1565.21,1565.73,1563.58,1563.74,4162,0,0
2020.01.07,02:00:00,1563.75,1565.56,1562.59,1564.27,6869,0,0
2020.01.07,03:00:00,1564.27,1564.58,1556.48,1557.85,10991,0,0
2020.01.07,04:00:00,1557.86,1560.87,1555.29,1558.95,10872,0,0
2020.01.07,05:00:00,1558.99,1559.92,1558.32,1559.0,5407,0,0
2020.01.07,06:00:00,1559.0,1559.82,1557.95,1559.22,3550,0,0
2020.01.07,07:00:00,1559.22,1563.02,1559.03,1562.46,6744,0,0
2020.01.07,08:00:00,1562.45,1569.3,1562.34,1564.76,12387,0,0
2020.01.07,09:00:00,1564.93,1570.88,1564.56,1569.7,13423,0,0
2020.01.07,10:00:00,1569.7,1570.47,1564.5,1564.84,15350,0,0
2020.01.07,11:00:00,1564.87,1566.86,1563.2,1566.2,10586,0,0
2020.01.07,12:00:00,1566.2,1567.17,1565.08,1565.66,9197,0,0
2020.01.07,13:00:00,1565.65,1568.88,1565.44,1567.6,8073,0,0
2020.01.07,14:00:00,1567.58,1569.53,1563.86,1565.17,9234,0,0
2020.01.07,15:00:00,1565.18,1568.25,1564.59,1568.14,15991,0,0
2020.01.07,16:00:00,1568.12,1571.55,1566.18,1568.91,19475,0,0
2020.01.07,17:00:00,1568.93,1571.37,1565.95,1568.56,22067,0,0
2020.01.07,18:00:00,1568.53,1571.74,1568.33,1571.04,15306,0,0
2020.01.07,19:00:00,1571.06,1573.11,1570.83,1571.85,9807,0,0
2020.01.07,20:00:00,1571.77,1573.1,1570.69,1572.37,8270,0,0
2020.01.07,21:00:00,1572.36,1573.02,1569.56,1571.22,8624,0,0
2020.01.07,22:00:00,1571.21,1571.96,1569.66,1571.74,6014,0,0
2020.01.07,23:00:00,1571.78,1577.27,1571.48,1574.12,6893,0,0
2020.01.08,01:00:00,1574.26,1598.37,1574.26,1594.93,19454,0,0
2020.01.08,02:00:00,1594.93,1611.34,1592.51,1598.9,24821,0,0
2020.01.08,03:00:00,1598.91,1604.73,1590.52,1593.45,24357,0,0
2020.01.08,04:00:00,1593.45,1594.16,1583.66,1585.44,20794,0,0
2020.01.08,05:00:00,1585.47,1593.84,1584.98,1590.71,17254,0,0
2020.01.08,06:00:00,1590.69,1593.68,1589.26,1593.12,8380,0,0
2020.01.08,07:00:00,1593.12,1595.31,1591.23,1594.46,11589,0,0
2020.01.08,08:00:00,1594.46,1595.11,1592.04,1593.1,11061,0,0
2020.01.08,09:00:00,1593.1,1593.39,1585.88,1588.6,15538,0,0
2020.01.08,10:00:00,1588.57,1588.94,1580.02,1580.98,18655,0,0
2020.01.08,11:00:00,1580.98,1585.68,1579.21,1583.7,13339,0,0
2020.01.08,12:00:00,1583.71,1584.8,1578.93,1580.71,11463,0,0
2020.01.08,13:00:00,1580.78,1582.56,1575.35,1577.2,12502,0,0
2020.01.08,14:00:00,1577.67,1580.02,1573.52,1575.31,13202,0,0
2020.01.08,15:00:00,1575.3,1577.55,1568.03,1576.71,19930,0,0
2020.01.08,16:00:00,1576.73,1578.3,1571.0,1573.5,16175,0,0
2020.01.08,17:00:00,1573.46,1574.64,1570.02,1573.56,13711,0,0
2020.01.08,18:00:00,1573.5,1573.5,1552.69,1558.96,22317,0,0
2020.01.08,19:00:00,1558.95,1561.98,1557.04,1561.98,16715,0,0
2020.01.08,20:00:00,1561.91,1562.28,1556.01,1556.02,11139,0,0
2020.01.08,21:00:00,1556.09,1556.12,1552.23,1554.03,8699,0,0
2020.01.08,22:00:00,1554.07,1562.04,1553.21,1559.82,9522,0,0
2020.01.08,23:00:00,1559.87,1560.76,1555.26,1556.19,4725,0,0
2020.01.09,01:00:00,1554.94,1560.31,1554.75,1558.03,5863,0,0
2020.01.09,02:00:00,1558.04,1558.49,1553.8,1556.62,7676,0,0
2020.01.09,03:00:00,1556.63,1561.31,1555.95,1560.19,10358,0,0
2020.01.09,04:00:00,1560.18,1560.83,1558.96,1560.53,6020,0,0
2020.01.09,05:00:00,1560.55,1560.55,1556.43,1558.75,5339,0,0
2020.01.09,06:00:00,1558.75,1559.4,1557.96,1558.35,2983,0,0
2020.01.09,07:00:00,1558.37,1558.97,1555.04,1555.33,6820,0,0
2020.01.09,08:00:00,1555.29,1555.83,1540.19,1544.13,16101,0,0
2020.01.09,09:00:00,1544.13,1547.37,1543.97,1545.52,12108,0,0
2020.01.09,10:00:00,1545.54,1548.68,1544.47,1547.33,12160,0,0
2020.01.09,11:00:00,1547.28,1547.76,1544.88,1546.35,8523,0,0
2020.01.09,12:00:00,1546.35,1548.2,1545.56,1547.42,5819,0,0
2020.01.09,13:00:00,1547.4,1549.34,1547.18,1548.41,4135,0,0
2020.01.09,14:00:00,1548.37,1556.52,1546.43,1554.7,11503,0,0
2020.01.09,15:00:00,1554.72,1554.75,1548.73,1549.82,13744,0,0
2020.01.09,16:00:00,1549.82,1552.63,1547.71,1551.71,15173,0,0
2020.01.09,17:00:00,1551.73,1552.54,1544.75,1546.67,15903,0,0
2020.01.09,18:00:00,1546.67,1550.18,1546.62,1549.51,13400,0,0
2020.01.09,19:00:00,1549.51,1552.19,1549.17,1549.23,11507,0,0
2020.01.09,20:00:00,1549.19,1555.06,1549.19,1552.76,11837,0,0
2020.01.09,21:00:00,1552.77,1554.44,1552.27,1552.69,7777,0,0
2020.01.09,22:00:00,1552.68,1552.99,1549.74,1550.72,7790,0,0
2020.01.09,23:00:00,1550.76,1552.49,1550.74,1552.22,2623,0,0
2020.01.10,01:00:00,1552.81,1553.78,1551.65,1552.68,3205,0,0
2020.01.10,02:00:00,1552.68,1552.68,1550.08,1551.89,6206,0,0
2020.01.10,03:00:00,1551.8,1551.89,1547.51,1547.97,8854,0,0
2020.01.10,04:00:00,1547.95,1549.3,1547.13,1548.79,5408,0,0
2020.01.10,05:00:00,1548.79,1548.92,1546.24,1546.36,4277,0,0
2020.01.10,06:00:00,1546.34,1547.34,1545.7,1547.1,3067,0,0
2020.01.10,07:00:00,1547.11,1548.7,1546.51,1548.35,4297,0,0
2020.01.10,08:00:00,1548.35,1548.46,1546.2,1547.85,6181,0,0
2020.01.10,09:00:00,1547.96,1551.7,1547.32,1550.74,6998,0,0
2020.01.10,10:00:00,1550.74,1552.42,1549.82,1551.11,6814,0,0
2020.01.10,11:00:00,1551.09,1551.34,1547.79,1548.33,5583,0,0
2020.01.10,12:00:00,1548.3,1549.73,1548.09,1548.83,3995,0,0
2020.01.10,13:00:00,1548.83,1550.92,1547.99,1550.6,4220,0,0
2020.01.10,14:00:00,1550.59,1550.62,1548.7,1549.5,3998,0,0
2020.01.10,15:00:00,1549.5,1556.56,1546.81,1548.68,17786,0,0
2020.01.10,16:00:00,1548.69,1554.49,1547.74,1553.35,17925,0,0
2020.01.10,17:00:00,1553.35,1559.41,1552.85,1558.62,15261,0,0
2020.01.10,18:00:00,1558.62,1561.01,1557.8,1559.97,13598,0,0
2020.01.10,19:00:00,1559.96,1560.98,1558.0,1559.44,9821,0,0
2020.01.10,20:00:00,1559.42,1559.54,1558.19,1558.53,4543,0,0
2020.01.10,21:00:00,1558.54,1559.03,1557.85,1558.8,4525,0,0
2020.01.10,22:00:00,1558.8,1560.51,1558.75,1560.25,6442,0,0
2020.01.10,23:00:00,1560.24,1563.14,1560.24,1562.74,2359,0,0
2020.01.13,01:00:00,1559.89,1560.6,1557.95,1559.2,4660,0,0
2020.01.13,02:00:00,1559.21,1559.96,1558.31,1558.6,4130,0,0
2020.01.13,03:00:00,1558.6,1558.68,1554.28,1556.74,10147,0,0
2020.01.13,04:00:00,1556.76,1557.57,1555.44,1556.13,6048,0,0
2020.01.13,05:00:00,1556.11,1556.87,1555.8,1556.71,4277,0,0
2020.01.13,06:00:00,1556.71,1556.83,1555.46,1555.64,1781,0,0
2020.01.13,07:00:00,1555.64,1556.39,1554.94,1555.13,2684,0,0
2020.01.13,08:00:00,1555.13,1555.47,1553.87,1555.16,5099,0,0
2020.01.13,09:00:00,1555.16,1555.16,1551.99,1552.7,5898,0,0
2020.01.13,10:00:00,1552.7,1553.07,1549.86,1550.37,7156,0,0
2020.01.13,11:00:00,1550.36,1550.65,1546.49,1547.9,8424,0,0
2020.01.13,12:00:00,1547.9,1551.49,1547.86,1551.12,5760,0,0
2020.01.13,13:00:00,1551.12,1553.9,1550.42,1552.9,4605,0,0
2020.01.13,14:00:00,1552.89,1554.95,1552.16,1554.94,5822,0,0
2020.01.13,15:00:00,1554.95,1556.11,1552.84,1554.69,8153,0,0
2020.01.13,16:00:00,1554.7,1555.28,1548.64,1551.11,12686,0,0
2020.01.13,17:00:00,1551.09,1553.3,1549.29,1551.49,11787,0,0
2020.01.13,18:00:00,1551.49,1553.88,1550.5,1550.57,8869,0,0
2020.01.13,19:00:00,1550.59,1551.12,1549.17,1549.7,6122,0,0
2020.01.13,20:00:00,1549.71,1550.22,1549.14,1549.5,4583,0,0
2020.01.13,21:00:00,1549.52,1550.25,1548.19,1549.74,3554,0,0
2020.01.13,22:00:00,1549.72,1550.45,1548.51,1548.62,3075,0,0
2020.01.13,23:00:00,1548.57,1549.06,1547.68,1547.74,1910,0,0
2020.01.14,01:00:00,1548.53,1548.83,1544.9,1545.22,4020,0,0
2020.01.14,02:00:00,1545.22,1545.27,1541.7,1543.46,7907,0,0
2020.01.14,03:00:00,1543.46,1543.58,1535.89,1537.59,15107,0,0
2020.01.14,04:00:00,1537.62,1540.15,1537.48,1540.03,7256,0,0
2020.01.14,05:00:00,1540.03,1540.51,1538.54,1538.73,5689,0,0
2020.01.14,06:00:00,1538.75,1539.29,1538.06,1538.91,3302,0,0
2020.01.14,07:00:00,1538.9,1539.12,1536.11,1537.93,7489,0,0
2020.01.14,08:00:00,1537.94,1540.01,1536.31,1539.7,7957,0,0
2020.01.14,09:00:00,1539.71,1543.06,1538.95,1543.06,6527,0,0
2020.01.14,10:00:00,1543.03,1545.88,1541.78,1544.46,8533,0,0
2020.01.14,11:00:00,1544.49,1544.61,1542.56,1544.04,5259,0,0
2020.01.14,12:00:00,1544.03,1545.74,1543.71,1545.01,4675,0,0
2020.01.14,13:00:00,1545.01,1545.96,1543.04,1543.05,6284,0,0
2020.01.14,14:00:00,1543.05,1544.23,1542.26,1543.13,5925,0,0
2020.01.14,15:00:00,1543.12,1546.7,1542.03,1544.11,12485,0,0
2020.01.14,16:00:00,1544.13,1546.98,1542.41,1546.28,14613,0,0
2020.01.14,17:00:00,1546.37,1546.72,1540.93,1542.97,14626,0,0
2020.01.14,18:00:00,1542.97,1544.32,1542.16,1542.38,8735,0,0
2020.01.14,19:00:00,1542.38,1543.81,1542.04,1543.51,5601,0,0
2020.01.14,20:00:00,1543.52,1548.8,1542.89,1545.67,11179,0,0
2020.01.14,21:00:00,1545.69,1547.81,1545.1,1546.07,10155,0,0
2020.01.14,22:00:00,1546.1,1547.28,1545.54,1546.98,6254,0,0
2020.01.14,23:00:00,1546.98,1547.08,1545.95,1546.22,1840,0,0
2020.01.15,01:00:00,1546.49,1549.98,1546.36,1549.52,5238,0,0
2020.01.15,02:00:00,1549.52,1550.03,1547.88,1549.13,5998,0,0
2020.01.15,03:00:00,1549.13,1549.13,1546.35,1547.35,7244,0,0
2020.01.15,04:00:00,1547.34,1552.85,1547.17,1552.14,8697,0,0
2020.01.15,05:00:00,1552.14,1552.76,1551.06,1552.07,5819,0,0
2020.01.15,06:00:00,1552.07,1552.65,1551.7,1551.98,3808,0,0
